path,key,zh,en,pt,th,vi,ko
src/locales/lang/routes/discountActivity,v.discount.activity.customize_three,3次,3 times,3 vezes,2 ครั้ง,2 lần,
src/locales/lang/routes/discountActivity,v.discount.activity.customize_two,2次,2 times,2 vezes,3 ครั้ง,3 lần,
src/locales/lang/view/discount/activity,v.discount.activity.deletePromo,您确定删除该活动吗？,Are you sure you want to delete this activity?,Você tem certeza de que deseja excluir esta atividade?,คุณแน่ใจหรือไม่ว่าที่จะลบกิจกรรมนี้,Bạn chắc chắn muốn xoá sự kiện này không?,
src/locales/lang/routes/discountActivity,v.discount.activity.display_type,展示方式,Display mode,Método de exibição,ช่องทางแสดงผล,Phương thức hiển thị,
src/locales/lang/routes/discountActivity,v.discount.activity.display_type1,内置页面,Built-in page,Página incorporada,สร้างขึ้นในหน้า,Trang tích hợp,
src/locales/lang/routes/discountActivity,v.discount.activity.display_type2,跳转外部链接,Jump to external link,Redirecionar link externo,ข้ามลิงก์ภายนอก,Chuyển đến liên kết bên ngoài,
src/locales/lang/view/discount/activity,v.discount.activity.dropEnvelope,掉落样式,,,,Mô hình thả xuống,
src/locales/lang/view/discount/activity,v.discount.activity.entrance,领取入口,Claim entry,Entrada de recebimento,การรับเข้า,Cổng nhận lãnh,
src/locales/lang/view/discount/activity,v.discount.activity.every_bet,每日奖励,,,,Tiền thưởng mỗi ngày,
src/locales/lang/routes/discountActivity,v.discount.activity.everyday,每日,,,,Mỗi ngày,
src/locales/lang/routes/discountActivity,v.discount.activity.everydayBet,幸运赌注配置,,,,Cấu hình cược may mắn,
src/locales/lang/view/discount/activity,v.discount.activity.extra_bonus,额外奖金,Additional bonus,Bônus extra,โบนัสพิเศษ,Tiền thưởng khác,
src/locales/lang/view/discount/activity,v.discount.activity.first_deposit_amount,账号首充,Account first recharge,Primeiro depósito da conta,บัญชีเติมเงินครั้งแรก,Tài khoản nạp lần đầu,
src/locales/lang/view/discount/activity,v.discount.activity.first_deposit_amount_placeholder,请输入金额，0表示不限制，单位是,"Please enter the amount, 0 means no limit, unit is","Insira o valor, 0 para sem limite, unidade",โปรดกรอกจำนวนเงิน ( 0 คือไม่จำกัด ),"Vui lòng nhập số tiền, 0 biểu thị giới hạn, đơn vị là",
src/locales/lang/view/discount/activity,v.discount.activity.first_time_bonus,首次奖金,First bonus,Bônus inicial,โบนัสฝากเงินครั้งแรก,Tiền thưởng đầu tiên,
src/locales/lang/view/discount/activity,v.discount.activity.first_time_bonus_range,首次奖金,First bonus,Bônus inicial,โบนัสฝากเงินครั้งแรก,Tiền thưởng đầu tiên,
src/locales/lang/roures,v.discount.activity.fix_type_1,PWA(跳转H5),,,,PWA (chuyển tới H5),
src/locales/lang/modalForm,v.discount.activity.fix_type_1_1,PWA(跳转H5),,,,PWA (chuyển tới H5),
src/locales/lang/modalForm,v.discount.activity.fix_type_2,apk(需自己封装),,,,apk (thủ công),
src/locales/lang/modalForm,v.discount.activity.fix_type_3,PWA(优先)+apk(推荐使用),,,,PWA (ưu tiên) + apk (khuyến khích dùng),
src/locales/lang/view/discount/activity,v.discount.activity.frequency,次数,Times,Vezes,จำนวนครั้ง,Số lần,
src/locales/lang/view/discount/activity,v.discount.activity.get_type_need_audit,奖金仅支持用户手动点击领取，我们将及时审核您的奖金申请，通过后奖金将自动发放到钱包；,,,,"Tiền thưởng hỗ trợ nhận thủ công, chúng tôi sẽ xem xét đơn đăng ký tiền thưởng của bạn, tiền thưởng sẽ tự động chuyển vào ví khi xét duyệt thông qua;",
src/locales/lang/view/discount/activity,v.discount.activity.get_type_no_audit,奖金仅支持用户手动点击领取，用户需在当日内领取，过期未领取的奖金将视为放弃；,,,,Tiền thưởng phải được nhận thủ công và nhận trong ngày. Tiền thưởng chưa nhận qua hôm sau sẽ tự động khấu trừ;,
src/locales/lang/view/discount/activity,v.discount.activity.high_bonus,最高档奖金,,,,Tiền thưởng cao nhất,
src/locales/lang/view/discount/activity,v.discount.activity.invitation_bonus,邀请奖金,Invitation bonus,Bônus por convite,โบนัสเชิญเพื่อน,Tiền thưởng giới thiệu,
src/locales/lang/view/discount/activity,v.discount.activity.invite_draw_amount,每次邀请好友基础奖励,Basic reward for each invitation of a friend,Bônus básico por cada amigo convidado,โบนัสพื้นฐานสำหรับการเชิญเพื่อนแต่ละครั้ง,Tiền thưởng cơ bản mỗi lần giới thiệu bạn bè,
src/locales/lang/table,v.discount.activity.lead_page_1,强制,,,,Bắt buộc,
src/locales/lang/table,v.discount.activity.lead_page_2,不强制,,,,Không bắt buộc,
src/locales/lang/view/discount/activity,v.discount.activity.lose_rate,负盈利占比,Percentage of negative profit,Proporção de perda negativa,สัดส่วนโบนัสยอดเสีย,Tỉ lệ lợi nhuận âm,
src/locales/lang/view/discount/activity,v.discount.activity.lose_rate_tip,当前代理线的前一天的负盈利占比，团队负盈利/活动总奖金,"Percentage of negative profit for the previous day of the current agent line, team negative profit/total bonus of the activity","Proporção de perda negativa do dia anterior na linha do agente atual, perda negativa da equipe/total de bônus da atividade",อัตราส่วนโบนัสยอดเสียสำหรับวันก่อนหน้าของสายตัวแทนปัจจุบัน และโบนัสยอดเสียของทีม / โบนัสกิจกรรมรวมทั้งหมด,"Tỷ lệ lợi nhuận âm của ngày hôm trước đối với đại lý hiện tại, lợi nhuận âm của đoàn đội/tổng tiền thưởng khuyến mãi",
src/locales/lang/view/discount/activity,v.discount.activity.lottery_amount,抽奖金额,Lottery amount,Valor do sorteio,จำนวนการจับรางวัล,Số tiền rút thưởng,
src/locales/lang/routes/discountActivity,v.discount.activity.luckyBet,幸运赌注配置,,,,Cấu hình cược may mắn,
src/locales/lang/routes/discountActivity,v.discount.activity.luckyConfig,领取次数,,,,Số lần nhận,
src/locales/lang/view/discount/activity,v.discount.activity.lucky_bet,幸运赌注,,,,Cược may mắn,
src/locales/lang/view/discount/activity,v.discount.activity.manual_collect_with_review,人工领取-需审核,Manual claim - requires review,Resgate manual - requer revisão,การรับผ่านแอดมิน - ต้องได้รับการตรวจสอบ,Nhận thủ công - Cần xét duyệt,
src/locales/lang/view/discount/activity,v.discount.activity.manual_collect_without_review,人工领取-免审核,Manual claim - exempt from review,Resgate manual - sem revisão,การรับผ่านแอดมิน - ไม่มีการตรวจสอบ,Nhận thủ công - Miễn xét duyệt,
src/locales/lang/view/discount/activity,v.discount.activity.more_language,更多语言,More languages,Mais idiomas,ภาษาอื่นๆเพิ่มเติม,Nhiều ngôn ngữ hơn,
src/locales/lang/view/discount/activity,v.discount.activity.number_of_roulette_wheels,轮盘次数,Number of roulette spins,Número de tentativas na roleta,จำนวนรอบหมุนวงล้อเสียงโชค,Số lần quay,
src/locales/lang/view/discount/activity,v.discount.activity.once_each_device,每个设备限领1次,Each device limited to 1 claim,Um dispositivo por resgate,จำกัด 1 สิทธิ์ต่ออุปกรณ์,Mỗi thiết bị giới hạn 1 lần,
src/locales/lang/view/discount/activity,v.discount.activity.once_each_ip,每个IP限领1次,Each IP limited to 1 claim,Um IP por resgate,จำกัด 1 สิทธิ์ต่อ IP,Mỗi IP giới hạn 1 lần,
src/locales/lang/routes/discountActivity,v.discount.activity.one_month,1月,1 month,1 mês,1 เดือน,1 tháng,
src/locales/lang/routes/discountActivity,v.discount.activity.one_week,1周,1 week,1 semana,1 สัปดาห์,1 tuần,
src/locales/lang/view/discount/activity,v.discount.activity.only_can_get,只领取最高档,,,,Chỉ nhận tiền thưởng cao nhất,
src/locales/lang/view/discount/activity,v.discount.activity.participations_tip,累积成功领取次数，超过后将不能参与活动,"Accumulated successful claims count, exceeding which will disqualify from the activity","Número total de resgates bem-sucedidos, após ultrapassar não é possível participar da promoção",เมื่อจำนวนการรับโบนัสสำเร็จสะสมเกินจำนวนจะไม่สามารถเข้าร่วมกิจกรรมได้,"Tích luỹ thành công số lần nhận lãnh, vượt quá số lần sẽ không thể tham gia sự kiện này",
src/locales/lang/routes/discountActivity,v.discount.activity.payConfig,赠送配置,Gift configuration,Configuração de presente,ปรับแต่งการแจก,Thiết lập tặng,
